title,author,rating,warning,category,fandom,relationship,characters,additional_tags,publish_time,words,hits,kudos,comments,summary,firsthundred,url
monologue,Matthewwilliams2525,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"[""Aubrey-Maturin Series - Patrick O'Brian""]",['Jack Aubrey/Stephen Maturin'],"['Jack Aubrey', 'Stephen Maturin']",there is nothing,2018-04-27,1535,101,5,0,背景：小说第十册极地远征中，杰克舍身救下了从舰长大舱中落水的斯蒂芬，而惊奇号却在无知无觉下可怖的飘远了——他们差点一起淹死在大海里。所以，杰克心中的一些奇特变化在后来斯蒂芬昏迷、被运到岸上诊治、又奇迹自愈后，慢慢的发生了。 分级：G cp：Jack Aubrey/Stephen Maturin 作者：马修,【怒海争锋】【Jack Aubrey/Stephen Maturin】Monologue（G/超短一发完）背景：小说第十册极地远征中，杰克舍身救下了从舰长大舱中落水的斯蒂芬，而惊奇号却在无知无觉下可怖,https://archiveofourown.org/works/14447952
任他何名,styx,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['Gen'],"['Highlander: The Series', 'Stargate Atlantis', 'Stargate SG-1']",there is nothing,"['Methos', 'Sam Carter', 'Teyla Emmagan', 'John Sheppard', 'Ronan', 'Rodney McKay']",there is nothing,2013-01-13,5077,732,1,0,亚特兰蒂斯不像其他基地，生活在这里的人们展示出了这点。亚特兰蒂斯的新任司令官萨曼莎•卡特上校得到了一些有关这点的介绍。,标题：任他何名（《By Any Other Name》） 原作：Marbleglove 作者博客：http://marbleglove.livejournal.com/ 翻译：styx 原文地址：ht,https://archiveofourown.org/works/637091
【平行宇宙大穿梭_小小巍诶】【片段】小小巍（沈巍×罗勤耕）,阿遠 (Appetizing_Long),['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"['许你浮生若梦 | Xǔ Nǐ Fú Shēng Ruò Mèng | Granting You a Dreamlike Life (TV)', '镇魂 | Guardian (TV)', '朱一龙水仙']",['沈巍/罗勤耕'],"['罗勤耕', '沈巍']",there is nothing,2019-11-19,1395,114,0,0,※  【平行宇宙大穿梭】企划短篇/片段之一 ※  【小小巍诶】平行世界的设定，沈巍身心都变幼儿，全龄向 ※  设定在无科学道理可讲的平行世界，男 性 可 生 子 ※  关联片段见同名合集,                         推开校长室的门，罗勤耕就知道今早出门时眼皮一直跳那就是个预兆。罗勤耕心想八成是小叔子串通那帮损友搞的事情，难怪昨晚沈夜贱兮兮地拿了套南瓜装说给哥哥穿。,https://archiveofourown.org/works/21484570
陌生人,kolaoye,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Aizawa Shouta | Eraserhead/Yagi Toshinori | All Might'],"['Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might']",there is nothing,2019-10-07,11107,279,6,0,隔壁的阳台晾着衣服。,塑料盆碰撞地面的声音很轻。屋檐上的虎斑竖起尾巴，缓慢地摇摆着，又抖了几下耳朵，才屈尊跳下来。她凑近猫食盆，低头舔了舔，很快失去了兴趣，走到相泽脚边，弓起背，喉咙里呼噜呼噜的，来回磨蹭他的小腿。相泽蹲下,https://archiveofourown.org/works/20936252
ĆorLuka 的传菜工,Jus_ad_bellum,['General Audiences'],[],['M/M'],"[""Men's Football RPF""]","['Luka Modrić/Sergio Ramos', 'Luka Modrić/Cristiano Ronaldo', 'Gareth Bale/Luka Modrić', 'Luka Modrić/Ivan Rakitić', 'Karim Benzema/Luka Modrić', 'Luka Modrić/Raphaël Varane', 'Luka Modrić/Toni Kroos', 'Vedran Ćorluka/Luka Modrić']","['Luka Modrić', 'Sergio Ramos', 'Cristiano Ronaldo', 'Gareth Bale', 'Ivan Rakitić', 'Karim Benzema', 'Toni Kroos', 'Raphaël Varane', 'Vedran Ćorluka']",there is nothing,2018-11-11,1040,343,17,0,如果没有踢球，卢卡和韦德兰会开一家餐馆。,我是Restoran ĆorLuka的一名传菜工。喜欢坐在窗边的那个西班牙人是少数几个我知道名字的顾客，塞尔吉奥 拉莫斯。他是一名画家，画没人看得懂的东西，办个人展，一幅拍几百万的那种画家。他每周日都,https://archiveofourown.org/works/16590914
地狱入口,aNarwhal,['General Audiences'],[],['M/M'],['Hetalia: Axis Powers'],"['Iceland & Norway (Hetalia)', 'Iceland/Norway (Hetalia)']","['Iceland (Hetalia)', 'Norway (Hetalia)']",there is nothing,2020-02-22,4062,12,0,0,no summary,他站在一片模糊的白雾里，雾浓到伸手看不清五指的轮廓。诺威伸手到眼前，他发现自己穿着刚就职时候的旧警服，服装款式和尺寸过了快二十年自然有所变化，现在他穿的显然不是自己现在那套。虽然是旧衣服，但是布料没有,https://archiveofourown.org/works/22844680
后窗,Qiao,['General Audiences'],[],['M/M'],"['Deadpool (2016)', 'Rear Window (1954)']",['Wade Wilson/Peter Parker'],"['Wade Wilson', 'Peter Parker', 'Aunt May']","['Inspired by a Movie', 'Alternative Jobs or Status', 'Wade peeps at Peter', 'War photographer Wade', 'Holland Spiderman', 'they are neighbours', 'Rescuing the Damsel in Distress', '希区柯克《后窗》AU']",2016-07-27,2294,576,15,0,“那句话怎么说的——爱你的邻居？我想我明天就去实现这句话。”,Wilson是一名摄影家，成名已久最近却遇到了瓶颈。家住闹中取静的皇后区，生活一度恢复平静。小街区满是人们互相对着的后窗和院子。然而Wade却紧闭门窗，只希望不要有任何的声音传进他思绪纷乱的脑海中。两,https://archiveofourown.org/works/7477674
【翻译】Heartbeats in the Grey,liangdeyu,['General Audiences'],[],['M/M'],['Seven Psychopaths (2012)'],['Billy Bickle/Marty Faranan'],"['Marty Faranan', 'Billy Bickle']",there is nothing,2017-07-28,1149,100,6,0,“嗨Marty！我告诉过你这里全是灰色的一团糟，不是吗？”,Marty在一个灰色的世界里睁开眼睛。“嗨Marty！”他听见有人在身边说，“我告诉过你这里全是灰色的一团糟，不是吗？”他眨了几下眼睛好恢复视力然后坐起身，“这是哪儿？”他开口问道。“你在来世，伙计。,https://archiveofourown.org/works/11632167
nothin ever happened,yilimiliyi,['General Audiences'],[],['M/M'],['Arashi (Band)'],['Ninomiya Kazunari/Sakurai Sho'],"['Ninomiya Kazunari', 'Sakurai Sho']",there is nothing,2013-02-27,16165,52,1,0,BGM同名 看到李安拿小金人忽然冒出的灵感,1.大导演握着奥斯卡小金人走下领奖台，便直截从舞台一侧工作人员用小门出了大厅，木门在身后轻轻搭上，仍未平息的一波波掌声震在背脊上微微发麻。小廊上此时没有人，一盏孤黄的照明灯打在头顶，有一点浅淡的温度。,https://archiveofourown.org/works/20689214
get into your life,Fansi,['General Audiences'],['Graphic Depictions Of Violence'],['M/M'],['Original Work'],['Original Male Character/Original Male Character'],['Original Male Character(s)'],there is nothing,2019-12-11,1697,21,0,0,【原創】顏路桓x方彥泠 文案：方彥泠在某一天突然遇上鬼王顏路桓，原先對所有事物都不感興趣的方彥泠，隨著鬼王的攻略漸漸有了除了無感的情緒，過程中因為有著異瞳及特殊體質招陰界鬼魂喜歡，而鬼王是如何邊管理地府之事邊保護未來的老婆。 *更文極為緩慢 *容易停坑,一雙大手惡狠狠的勒住方彥泠的脖子，怒氣從鼻腔衝出，那尖銳的眼神並沒有因為方彥泠的無法動彈而減弱，身旁圍觀的人交頭接耳各說各的，完全沒有人想向前幫助這種欺弱的場景，那雙大手時不時的緊掐，讓原本已經夠白的,https://archiveofourown.org/works/21755914
审判日/The Judgement Day,Sawa_G,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['Gen'],['Saint Seiya'],['Leo Aiolia & Sagittarius Aiolos'],"['Leo Aiolia', 'Sagittarius Aiolos']",there is nothing,2019-08-20,2293,57,1,0,“你来看谁的墓？” “艾俄洛斯。” “谁？” “艾俄洛斯。——半个月前意图行刺女神而遭处决的艾俄洛斯。”*致敬马尔克斯《礼拜二午睡时刻》 *短打，大小艾中心无CP，兄弟亲情向,太阳落到地平线之下了。风刮起来，蝉鸣和草香都顺着它飘向远方。这是个空气干热的夏日，同前一天、同前一年都毫无区别。夏令时人为地延后了日落，此刻已经快到九点钟，自此刻开始的一个小时内，圣域的众人都将忙于晚,https://archiveofourown.org/works/20323567
Eleven's Easter Egg Hunt中文翻译,estelzxr,['General Audiences'],[],['M/M'],['Doctor Who & Related Fandoms'],['Eleventh Doctor/Tenth Doctor'],there is nothing,"['Easter', 'Alternate Universe - Canon Divergence', 'Established Relationship', 'space boyfriends', 'Eleven being cute', 'Ten being the concerned boyfriend']",2015-04-25,537,335,3,0,十和十一给一个地球上的孤儿院过复活节,看着十一拎着几袋塑料彩蛋和糖果走进控制室时十忍不住问道：“难道你不觉得我们这个年纪玩‘寻找复活节彩蛋’稍微有点老了么？”十一冲他男友撅了一下嘴，大声强调：“你承诺过我们会为那所孤儿院里的孩子做点什么的,https://archiveofourown.org/works/3817666
"Shut up and dance, angel!",Rubythebowl,['General Audiences'],[],['M/M'],['Good Omens (TV)'],"['Aziraphale/Crowley (Good Omens)', 'Aziraphale & Crowley (Good Omens)']","['Aziraphale (Good Omens)', 'Crowley (Good Omens)', 'Original Characters']","['Fluff', 'Platonic Relationships']",2019-06-04,4982,950,77,9,一切尘埃落定之后，阿兹拉斐尔决定加入社区交际舞兴趣小组，而克罗里经常去接他，并当着人类的面喊他“天使”。 其中一个人类会错了意，并邀请拉斐尔带克罗里参加他们的交际舞晚会。,伦敦时间星期四下午五点，恶魔克罗里降临在苏活区一条店铺低矮精致的商业街。载他前来的坐骑——一辆崭新的黑色古董宾利拐了最后一个大弯，在挂着“舞曲西点”木招牌的店门前猛然刹车，一半前轮已经轧上了人行道。但,https://archiveofourown.org/works/19090888
摘木20,BestChovy,['General Audiences'],[],['Other'],['嘉闻'],there is nothing,there is nothing,there is nothing,2019-11-21,3172,257,0,0,no summary,“好。”焉栩嘉说。 第二天焉栩嘉就请假带翟木去了临市。 翟木第一次出远门，紧紧的缩在焉栩嘉的怀里不敢看拥挤的人群。 昨晚与翟潇闻通话后焉栩嘉临时做了决定带翟木去见翟潇闻，这是父子俩第一次分开这么久，前,https://archiveofourown.org/works/21511282
破晓,phospho2019,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],there is nothing,['The Transformers (IDW Generation One)'],there is nothing,"['Ratchet (Transformers)', 'Drift | Deadlock', 'Original Cybertronian Character(s)']",there is nothing,2019-11-10,3587,53,4,2,救护车中心。斯曼兹大屠杀刚结束时医官和最后一个伤员（OC）的叨叨叨叨叨引起的。,“你叫什么?”首席医官一边问一边把战士偏移的火种归位，并尽量不碰断其中扭曲的线路。这不容易，不是因为他有些施展不开——他已经尽力在尸堆中清理出一块空地了——也不是因为昏暗的应急灯光和满屋子还没散尽的让,https://archiveofourown.org/works/21381412
戰爭？那個唸作戀愛吧！,etrus,['General Audiences'],[],['M/M'],['Transformers (Bay Movies)'],['Barricade/Bumblebee'],"['Barricade (Transformers)', 'Bumblebee (Transformers)', 'Mikaela Banes', 'Sam Witwicky']","['Transformers movies 2007', 'BB', 'TF', 'Personification']",2014-05-21,31196,1107,28,2,　　此為TF（變形金剛）的同人小說，而且是擬人體，如果不能接受以及超死忠TF飯也請不要再繼續往下看。 　　　　 　　由於我只有看過電影版其他版本都沒看過，所以主要是以電影版為準，又加上我沒有看完所有的前後傳漫畫，以及透過非正規管道知道一點別種版本的設定，所以人物個性、關係一定會有跑，畢竟他們的版本實在太多了（掩面），請各位抱持著歡樂心情來看～ 　　　　 　　主要配為BB（判官蜜蜂），由於我也吃MOP、天火天王星、鐵皮飛輪以及警爵，所以可能會有隱性閃=w=，這點也請注意一下,　　「噢～親愛的，跟我交往吧！」　　　　「去死吧！神經病！」　　　　夜晚，一輛警車停在路邊，看著路旁一名女子賞了面前與她談話的男子一巴掌，隨後氣呼呼的走掉，他們並不知道自己被默默的盯著看，同樣的也沒有,https://archiveofourown.org/works/1667750
[韓張] 大墨,QiYun,['General Audiences'],[],['M/M'],['全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán'],"['Hán Wénqīng/Zhāng Xīnjié', '韓張']","['Hán Wénqīng', 'Zhāng Xīnjié', '韓文清', '張新杰']",['又是毛茸茸'],2019-06-17,2046,109,5,0,大約是個雙向暗戀時期，🐇,第九賽季後的夏休，霸圖的老將們沒回鄉，留在青島調整狀態。 然而一天普通的早晨，韓文清驚恐的發現自己變成了一隻兔子！？他花了好一陣子消化了這個損尊嚴的事實，又花了幾分鐘瞭解現在自己該怎麼調動全身肢體、適,https://archiveofourown.org/works/19266838
故事的结局早已写在开头,Sophieeeee,['General Audiences'],['Major Character Death'],['M/M'],['Star Trek: Alternate Original Series (Movies)'],['James T. Kirk/Spock'],"['James T. Kirk', 'Spock (Star Trek)', 'Leonard ""Bones"" McCoy']",there is nothing,2018-01-01,468,109,3,0,“医生，我明白了。Jim属于企业号，而我属于Jim。”与本系列的第一篇互相独立。,六“Spock！欢迎回来。”“医生，我明白了。Jim属于企业号，而我属于Jim。”五“Spock，我明白你的感受，我们都很难过。但企业号需要你，而你需要进食和休息，不要逼我把你锁在病房里。”“恐怕你需,https://archiveofourown.org/works/14368026
【RPS｜米Flo｜小段子】貓,blonly801,['General Audiences'],[],['M/M'],"[""Mozart l'Opéra Rock - Mozart/Baguian & Guirao RPF""]","['Mikelangelo Loconte/Florent Mothe', 'miflo - Relationship', '米flo - Relationship']","['Mikelangelo Loconte', 'Florent Mothe']","['Vignette', 'Out of Character', 'RPS - Freeform']",2019-06-24,1959,254,17,0,＊突如其來的短打 ＊OOC注意 ＊純屬妄想，如有雷同，美夢成真,　　這世界上有兩種人。　　愛狗的人與愛貓的人，至於兩者皆不愛的不在我們這次的討論範圍內。　　住在巴黎的Florent mothe一直堅信自己是個愛犬人士，畢竟活潑好動又無條件愛著主人的狗兒怎麼看都跟自,https://archiveofourown.org/works/19350064
紅牡丹綉  | 壹,SummerSleep,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['Other'],['theo - Fandom'],there is nothing,there is nothing,there is nothing,2019-03-24,2678,2386,4,0,no summary,“听说朱家打算把朱小少爷送去蔡总督府那里做小老婆。”   “这是哪里听说的浑话，朱小少爷每天都在这里玩得开开心心的，活脱脱一只自由享乐又不留恋任何人的小夜莺。让他去给蔡家当小老婆？我估计他现在就逃出国,https://archiveofourown.org/works/18223991
The What If? Inbox of Justice League,ChrisArieh,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],"['Gen', 'Multi']","['DC Cinematic Universe', 'Justice League (2017)', 'Justice League - All Media Types']","['Barry Allen/Arthur Curry/Diana (Wonder Woman)/Clark Kent/Victor Stone/Bruce Wayne', 'Clark Kent/Bruce Wayne']","['Barry Allen', 'Victor Stone', 'Bruce Wayne', 'Clark Kent', 'Diana (Wonder Woman)', 'Arthur Curry']","['justice league - Freeform', 'science popularization']",2017-08-19,3415,654,13,0,当然啦，蝙蝠侠什么都知道一点，只是有些时候他不想表露出来。,01“这是怎么回事？”蝙蝠侠阴沉地说。“什么时候正义联盟有了属于自己的科普问答网站？”钢骨不安地低下头，留下其他人面面相觑。超人站起来，清了清嗓子。“呃，那个，”克拉克顶着布鲁斯审视的目光，鼓足勇气说,https://archiveofourown.org/works/12331764
非越位位置,dummybunny,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],"['Gen', 'M/M']",['Fever Pitch (1997)'],['Paul Ashworth/Steve'],"['Paul Ashworth', 'Steve (Fever Pitch)']",['Pre-Slash'],2015-02-24,1129,341,13,0,Steve 寧願相信這只是彆腳的藉口，無奈在 Paul 身上就是事實。,「太好了！」Steve 將自己重重向後丟回沙發，滿足地深陷進椅墊裡嘆息著。他想，該來瓶啤酒。 「怎麼就算是太好了？」Paul 從另一張單人沙發中悶聲反問。「贏他們三分跟平手差不多好嗎？」 「你真的——,https://archiveofourown.org/works/3426206
黑暗天空,Azuresand,['General Audiences'],[],['M/M'],['World of Warcraft'],"[""Mel'Jarak/Xaril""]","[""Mel'jarak"", 'Xaril']",there is nothing,2014-06-05,1719,160,1,0,恐惧之心的战斗结束了，夏克里尔的工作还在继续。,清洗已经过去了，宽敞的王宫里，血迹和残肢都被清扫干净。新的将领被从存活的螳螂妖中挑选出来，新的卫士在空荡的王座之厅中巡逻，而在那朵收拢花苞的下方，啃食声夜以继日地传出。虫群在沉默地等待，等到那声音停止,https://archiveofourown.org/works/1746236
谈判专家,Yiv,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Detroit: Become Human (Video Game)'],['Hank Anderson/Connor'],"['Hank Anderson', 'Connor (Detroit: Become Human)']","['Alternate Universe', 'SWAT!Hank', 'Young Hank Anderson']",2019-05-25,4947,206,11,0,他无法定义自己刚刚见到了什么。,他无法定义自己刚刚见到了什么。 21:48“我们都知道些什么？”SWAT-9667行动小队的队长汉克·安德森向身边的情报员问道。即便是在车内，他还是能看见白色的雾气随着他的话语冒出，底特律的冬夜对加班,https://archiveofourown.org/works/18960805
【翻译】四次有人任由PG睡觉，一次有人带他上床,liangdeyu,['General Audiences'],[],['Gen'],['Fantastic Beasts and Where to Find Them (Movies)'],"['Tina Goldstein & Original Percival Graves', 'Queenie Goldstein & Original Percival Graves', 'Seraphina Picquery & Original Percival Graves', 'Credence Barebone & Original Percival Graves']",there is nothing,"['工作狂pg', '字面意义睡觉']",2017-10-12,1777,176,7,0,工作狂Graves晚上没有睡饱，所以大家都尽力确保他打瞌睡时能小憩一会儿。 尽管题目有影射词，其实是篇清水文。如果你眯点眼可以当Tina/Graves看。,1.Queenie正准备给她姐姐送杯热咖啡——也许捎带送点热门八卦——正在此时她一阵警觉：一大堆凶猛的文件正在追赶某位傲罗。那东西有点像一份备忘，只不过不是可爱的小老鼠形象，而是一匹马那么大的三头怪物,https://archiveofourown.org/works/12341706
[越前兄弟]阿纳海姆守夜人 #Zwei,Serengety,['General Audiences'],[],['M/M'],['Tennis no Oujisama | Prince of Tennis'],['Echizen Ryouga/Echizen Ryouma'],"['Echizen Ryouga', 'Echizen Ryouma']",there is nothing,2019-11-17,4516,264,2,0,"携""妹""出镜的越前哥哥（越前龙雅/越前""凌子""←桃城武）",一觉醒来已是日影西斜，怪不得感觉肚子饿得厉害。桃城用小指顶起盖住自己上半张脸的硬皮书，望向窗外瑰色云层的双眼显得有些茫然。之前好像是和越前在中庭……怎么回事，后面的记忆像是被凭空抽去一段，光记得自己对,https://archiveofourown.org/works/21464893
成為金士曼之後,WingK,['General Audiences'],[],['Gen'],['Kingsman (Movies)'],"['Harry Hart | Galahad & Merlin & Gary ""Eggsy"" Unwin']","['Gary ""Eggsy"" Unwin', 'Merlin (Kingsman)', 'Harry Hart | Galahad', 'Roxy Morton | Lancelot']",there is nothing,2018-09-29,1000,71,2,0,這位新生的金士曼特務站在全身鏡前，對著鏡子向左轉又向右轉，一會兒摸摸領子，一會兒拉拉袖口。,西裝是現代紳士的盔甲，而金士曼是現代的騎士。這位新生的金士曼特務站在全身鏡前，對著鏡子向左轉又向右轉，一會兒摸摸領子，一會兒拉拉袖口。領帶好像打得有點鬆－他解開又重新打了一次；髮油的份量好像用得有點少,https://archiveofourown.org/works/16129718
Flesh and Bone,embersheai,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Detroit: Become Human (Video Game)'],['marcus/simon'],"['Marcus', 'Simon']",there is nothing,2018-11-19,14735,162,3,0,"I find war and I find peace, Find no heat, no love in me. I am low and unwell, This is love, this is hell,  the sweet plague that follows me.I am more than these bones, I feel love and I feel alone. I am more than this frame,  I feel hurt and I feel shame, I just wish you would feel the same.Keaton Henson ","Flesh and BoneI find war and I find peace,Find no heat, no love in me.I am low and unwell,This is lo",https://archiveofourown.org/works/16672393
透明的存在,boywonder611,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"['House M.D.', '豪斯醫生']",['Greg House/James Wilson'],"['Greg House', 'James Wilson (House M.D.)']",there is nothing,2019-10-07,17332,81,7,1,"時間線是在第八季過後。
Wilson走了，又出現了，做為靈魂的出現。
House的身分在這篇的設定裡是已經恢復成原本的樣子、以及House和Wilson是有愛情成份的。
人物OOC",出現死前的時候，真的沒有太多的遺憾了，要說遺憾的話，或許就是沒辦法跟House一起到老吧。現在比較擔心的事情是，House在他走後會變得怎麼樣，會不會繼續好好活下去。然後Wilson疑惑起來，為什麼他,https://archiveofourown.org/works/20931233
免失志,bluebox1025,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"['英雄本色 | A Better Tomorrow (1986)', '周润发 - Fandom']","['Ken/Mark', '肯马']","['Ken Lee', 'Mark Lee']","['年下', '骨科 - Freeform', '无希望的爱']",2019-01-30,12939,418,4,0,他们在正要学习如何去爱人的时候，失去了所爱的人。,这里到底不是自己的地方，有些人千方百计要离家出走，有些人想回去，有些人连找个安歇的地方都没有。阿Ken在中环转向了两次，单是躲车就躲了五、六回，香港现在也有满大街的红色扁平巴士，薄得像一层没有引擎的塑,https://archiveofourown.org/works/17600774
结束就去约会,policebox,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"[""Men's Football RPF""]",['Mathieu Debuchy/Olivier Giroud'],"['Mathieu Debuchy', 'Olivier Giroud']",['Alternate Universe - High School'],2019-05-24,975,59,1,0,Child Actor Giroud wants to date Debuchy from school's football club.,情人节的下午吉鲁没有工作去了学校，在足球社更衣室逮到德比希，心想一定要将他拿下。他一把扔下德比希翻阅着的体育杂志，半劝半拉着他出去吃饭。便利店里买饮料时路过杂志堆，德比希回头看了好几眼，正是被吉鲁丢下,https://archiveofourown.org/works/18944776
I'll Build A Room For Two 一室二人,Alucard1771,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['Gen'],['Hannibal (TV)'],['Gen - Relationship'],"['Hannibal Lecter', 'Will Graham']",['Canon-Typical Violence'],2014-04-13,1656,402,4,0,Summary: There’s blood on the walls. 墙上沾着血。,I'll Build A Room For Two 一室二人 By:tisonlyaname  Rating: General Audiences Archive Warning:Author Cho,https://archiveofourown.org/works/1456174
[Lestrade/Anderson 无差] 让咨询侦探惊奇的方法,Reticent_Wall,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Sherlock (TV)'],['Greg Lestrade/Philip Anderson'],there is nothing,there is nothing,2013-05-19,2135,42,0,0,no summary,“This is Inspector Lestrade. Please call me as soon as you get this. “I think we gonna need you.”Gre,https://archiveofourown.org/works/18979285
在自己人之中,Radiose,['General Audiences'],['Major Character Death'],['M/M'],['Chernobyl (TV 2019)'],['Legasov/Shcherbina'],there is nothing,there is nothing,2019-06-04,985,237,12,0,no summary,“列加索夫死了。自杀。”一个政治部的老熟人不请自来地登门，带来了这个消息。谢尔比那倒茶的手轻微的一抖，立刻又稳定住了。他透过厨房的窗户往外一看，一辆伏尔加还停在那儿。自从他从切尔诺贝利回到莫斯科后，几,https://archiveofourown.org/works/19088491
守夜人,Suelmogry,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"['Inception (2010)', 'Batman: The Dark Knight Rises', 'Superman Returns']","['Eames/John Blake', 'Clark Kent/Bruce Wayne']","['Eames (Inception)', 'John Blake', 'Jim Gordon', 'Bruce Wayne', 'Clark Kent', 'Alfred Pennyworth']",there is nothing,2012-10-28,34784,186,3,0,Eames作为伪装者来高谭市观察Gordon，却发现高谭市的守护者似乎不同意他这么做 盗梦空间/蝙蝠侠：黑暗骑士崛起/超人归来  混合同人 弃权声明：他们属于诺兰、DC和华纳，没有一项属于我,    混入警局比Eames想象中的要容易很多，特别是在全城有三分之一的警察遭遇不测之后。事实上，对方看了一眼他的服役档案之后就露出了肯定的微笑，尽管Eames那一身纹身让他看起来更像街头混混而非身穿,https://archiveofourown.org/works/17811833
【求RP点梗五】⑩Goodnight My Brother,programeggsoup,['General Audiences'],[],['Gen'],['The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien'],"['Irmo | Lórien & Námo | Mandos & Nienna', 'Námo | Mandos/Vairë the Weaver']","['Irmo | Lórien', 'Námo | Mandos', 'Nienna (Tolkien)', 'Vairë the Weaver']","['Drama', 'Halls of Mandos', ""Mandos doesn't like his job"", ""Mandos doesn't want their fate become true"", 'Out of Character']",2019-08-04,1752,31,0,0,【文风倾向】正剧 【题材倾向】第一纪元 【出场人物】Irmo，Namo，Vaire，Nienna 【配对组合】 【文章分级】G 【完稿日期】2017年1月26日 【总计字数】2034 【前言备注】两次都卡在了大能者的地方_(:зゝ∠)_~我……果然还没有写维拉维丽的功底_(:зゝ∠)_写了个超级OOC的费安图瑞兄弟_(:зゝ∠)_~尤其是纳牟大大崩坏到无言以对的地步了_(:зゝ∠)_不喜，千万别戳开_(:зゝ∠)_~真的！,“你有看见涅娜吗，埃丝缇找她？”伊尔牟匆匆走过纳牟面前，发现后者对自己的问题没有丝毫的反应，“哥，你怎么了？”“没事。”纳牟穿着比夜更黑的长袍，衣摆的边缘无限延展，隐没在了等待大殿的最深处。“没事？没,https://archiveofourown.org/works/20111920
Draco dormiens nunquam titillandus,Ormand,['General Audiences'],['Major Character Death'],['M/M'],['London Spy'],"['Danny Holt/Alistair ""Alex"" Turner']","['Danny Holt', 'Alistair ""Alex"" Turner']",['中文'],2016-01-08,1391,170,3,2,HP AU梗出自這噗：http://www.plurk.com/p/leyjv1,　　Danny大概是同屆霍格華茲裡面最，最不巫師的一個了。不是因為他是個赫夫帕夫，這對獾院太過失禮了，況且Danny的成績一向不錯，會這樣說是因為他總是帶著各種麻瓜的東西在身上，尤其是那個跟細胞(ce,https://archiveofourown.org/works/5667325
信任,Polka,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['Gen'],['Black Sails'],['Billy Bones/John Silver'],"['Billy Bones', 'John Silver']",there is nothing,2014-03-06,2823,279,7,0,no summary,夜晚海岸的风是清凉的。比起成日像醉酒般摇晃的甲板，Silver更喜欢此刻自己脚下坚实而稳固的陆地，细沙在他脚下深陷，浪声在他耳侧起伏，他张开嘴大口呼吸咸涩的空气，感到久违的自由。现在他想做什么就可以做,https://archiveofourown.org/works/1276564
船尾之梦,Samante,['General Audiences'],"['Creator Chose Not To Use Archive Warnings', 'No Archive Warnings Apply']",['M/M'],['Avengers: Endgame - Fandom'],"['Peter Parker/Tony Stark', 'Peter Parker & Tony Stark']","['Peter Parker', 'Tony Stark']",there is nothing,2019-07-01,1009,113,2,0,一个短篇小甜饼。 曾贴随缘，老福特。,1Peter Parker看见自己站在那里，眼睁睁的看着，灭霸把刚才被他扯出一半的手套又戴了回去。他看见自己站在那里，眼睁睁的看着，灭霸打出了那个响指，这个宇宙里的一半生灵化为飞灰。他看见自己躺在那里,https://archiveofourown.org/works/19434352
【露普】Der Reichston(國之聲)Ⅱ-7,wish2611,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Hetalia: Axis Powers'],['Russia/Prussis(Hetalia)'],"['Russia (Hetalia)', 'Prussia (Hetalia)']",['aph'],2019-11-24,17477,24,0,0,Author:朔莫 歷史向長篇，舊文自貼方便同好閱讀,第7章 真實 1916年秋，俄羅斯殿下在前線小規模的衝突中失蹤。儘管帝國政府極力隱瞞，宣稱他只是返回彼德格勒休養，謠言依然不受控制地蔓延開來。俄羅斯人心惶惶，認為他們敬愛的國家殿下已經捨棄了沙皇、捨棄,https://archiveofourown.org/works/21545290
Why Not Be Gentle?,roroo373,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['Gen'],['Kanjani8 - Fandom'],there is nothing,"['Yasuda Shota', 'Ohkura Tadayoshi']",there is nothing,2016-09-27,1523,502,1,0,no summary,“警官先生！枪里的子弹快打完了吧！备用弹夹带了吗！”安田躲在集装箱后撇过头，朝着空旷处吼了一句，没有人回应。他的声音孤零零地回荡在厂房的空气里，像一出滑稽的独角戏。金发的军火贩子啧了啧舌，心想上次在审,https://archiveofourown.org/works/8149412
